id,category,description,location,riskLevel
1372,plumbing,slow drip from flush tank valve into the commode,Hostel C Wing West Common Area,low
2700,sanitation,blocked urinal overflowing dirty water onto restroom floor,Gymnasium Locker Room,medium
2903,security,ground floor window security grill loose and screws removed. Kindly update ticket status once inspected.,Hostel D Terrace Access,medium
2685,sanitation,garbage pile uncollected for 4 days outside hostel block attracting flies,Hostel A Ground Floor Lobby,medium
2063,fire_safety,emergency exit staircase blocked by discarded furniture and old mattresses,Hostel D Cafeteria,medium
2695,sanitation,sewage smell rising from multiple bathroom drains on 2nd floor. Happening since last night.,Hostel A Dining Hall,medium
1359,plumbing,faucet aerator in pantry has slight leak around the joint,Main Auditorium Hall B,low
3359,other,severe chemical spill in corridor causing eye irritation and breathing distress,Academic Block 1 Room 101,high
2973,security,security CCTV camera on 2nd floor corridor is offline with black screen,Hostel C Basement Study Room,medium
1552,plumbing,burst main water pipe flooding corridor and seeping into student rooms. Please send someone to check as soon as possible.,Hostel A Room 102,high
1043,electrical,power outlet feels a little loose when plugging in laptop charger,Library 2nd Floor Reading Hall,low
3278,other,"refrigerator in common kitchen not cooling, student food spoiling. Affecting multiple students.",Main Auditorium Hall B,medium
2863,security,gate latch on secondary perimeter fence is loose. Happening since last night.,Hostel D Terrace Access,low
1469,plumbing,toilet flush mechanism broken and overflowing into drainage pan. Happening since last night.,Hostel E Room 501,medium
3350,other,Severe chemical spill in corridor causing eye irritation and breathing distress,Hostel B Room 214,high
2653,sanitation,Black mold spreading rapidly along damp bathroom walls and ceiling,Hostel D Server Rack Room,medium
1513,plumbing,Severe structural flooding threatening server room on ground floor. please send someone to check as soon as possible.,Hostel B Main Electrical Room,high
2237,structural,balcony door handle is slightly loose when turning,Hostel B Main Electrical Room,low
2845,security,security mirror at staircase corner is slightly tilted,Central Canteen Kitchen Area,low
1885,network,"complete blackout of all communication channels, internet and VoIP down campus-wide",Hostel A Room 102,high
1082,electrical,"study table socket cover plate is loose, need maintenance check",Central Canteen Kitchen Area,low
2225,structural,wooden study desk drawer sticks when opening,Gymnasium Locker Room,low
1165,electrical,two sockets in room 214 have completely stopped providing power,Hostel E Room 501,medium
1897,network,campus-wide network and core firewall crash during online placement exams,Gymnasium Locker Room,high
2012,fire_safety,fire exit route obstructed by heavy storage boxes,Hostel D Cafeteria,medium
3328,other,Major structural ceiling collapse and fire emergency in main hall. happening since last night.,Hostel C Staircase,high
2025,fire_safety,fire extinguisher missing from its designated wall bracket on floor 3,Hostel F Room 118,medium
1558,plumbing,severe structural flooding threatening server room on ground floor. Needs urgent inspection.,Hostel A Room 102,high
2935,security,perimeter fence wire cut behind hostel sports ground,Hostel A Dining Hall,medium
2463,structural,"external facade wall collapse crushing walkway below, immediate evacuation required",Gymnasium Locker Room,high
1960,fire_safety,fire extinguisher inspection tag in hallway expired last month. Students are worried about safety.,Hostel A Dining Hall,low
1255,electrical,heavy smoke and crackling sparks coming from distribution panel in wing B. Needs urgent inspection.,Hostel E Room 501,high
3326,other,severe chemical spill in corridor causing eye irritation and breathing distress. Happening since last night.,Hostel F Room 118,high
1592,plumbing,burst main water pipe flooding corridor and seeping into student rooms. Very concerning situation.,Central Canteen Kitchen Area,high
2920,security,night security guard post abandoned during late shift hours,Hostel F Room 118,medium
2219,structural,balcony door handle is slightly loose when turning,Hostel A Room 102,low
1630,network,wifi speed is slower than usual in the corner of room 214. Please send someone to check as soon as possible.,Hostel A Ground Floor Lobby,low
1340,plumbing,shower head has slightly low water pressure in room washroom,Hostel E Water Tank Area,low
3389,other,severe allergic reaction / anaphylaxis emergency in dining hall,Gymnasium Locker Room,high
1147,electrical,"exhaust fan in floor bathroom stopped working completely, burning smell noticed initially. Needs urgent inspection.",Hostel A Ground Floor Lobby,medium
1292,electrical,"sparks and black smoke coming from main switchboard in corridor, urgent",Hostel D Terrace Access,high
1545,plumbing,ceiling collapsing due to heavy water accumulation from overhead pipe rupture,Central Canteen Kitchen Area,high
2841,security,corridor security camera dome cover is dusty. Please resolve this quickly.,Hostel A Ground Floor Lobby,low
3125,other,Clock in study room is running 15 minutes slow,Main Auditorium Hall B,low
2879,security,door peephole on room door is scratched and foggy,Hostel E Room 501,low
3095,security,"active break-in in progress, unauthorized person forcing doors on 3rd floor. Reported this earlier today.",Hostel C Staircase,high
1236,electrical,live wire snapped and touching metallic railing on staircase. Affecting multiple students.,Academic Block 1 Room 101,high
2942,security,multiple room padlocks tampered with during semester break,Central Canteen Kitchen Area,medium
1406,plumbing,"no running water on entire 2nd floor since morning, tanks appear empty",Hostel A Dining Hall,medium
2898,security,corridor security camera dome cover is dusty. Very concerning situation.,Gymnasium Locker Room,low
2511,sanitation,cobwebs gathered in corner of ceiling in hallway. Noticeable smell and noise.,Hostel E Room 501,low
2281,structural,window latch in room 204 is stiff and needs oiling. Happening since last night.,Hostel A Floor 2 Washroom,low
2666,sanitation,sanitation duct overflowing with gray water into rear courtyard,Hostel D Terrace Access,medium
1479,plumbing,washroom drain blocked with accumulated debris causing ankle-deep puddle. Happening since last night.,Hostel D Cafeteria,medium
2408,structural,"Severe structural compromise, beam cracking loudly above dining hall. reported this earlier today.",Hostel A Floor 2 Washroom,high
1146,electrical,"exhaust fan in floor bathroom stopped working completely, burning smell noticed initially. Affecting multiple students.",Academic Block 1 Room 101,medium
3381,other,severe chemical spill in corridor causing eye irritation and breathing distress,Hostel C Room 305,high
3181,other,campus bus schedule poster is outdated and needs update. Kindly update ticket status once inspected.,Hostel D Room 412,low
1591,plumbing,Water entering room through light fixtures from flooded floor above,Hostel B Corridor 3rd Floor,high
1475,plumbing,toilet flush mechanism broken and overflowing into drainage pan,Hostel C Room 305,medium
1067,electrical,power outlet feels a little loose when plugging in laptop charger,Hostel B Corridor 3rd Floor,low
1597,plumbing,"strong LPG gas smell accompanied by water leakage in mess kitchen area, immediate danger. Please resolve this quickly.",Hostel B Balcony,high
1963,fire_safety,plastic cover on emergency break-glass box is cracked,Hostel D Room 412,low
2217,structural,minor paint peeling on bathroom ceiling due to steam,Hostel D Terrace Access,low
2412,structural,"external facade wall collapse crushing walkway below, immediate evacuation required",Hostel D Terrace Access,high
2499,structural,roof concrete slab cracking open with pieces falling into top floor rooms,Hostel A Floor 2 Washroom,high
3207,other,honeybee or wasp nest building up under 3rd floor window ledge,Hostel B Corridor 3rd Floor,medium
1006,electrical,desk light bulb has gone dim over the last few days. Kindly update ticket status once inspected.,Gymnasium Locker Room,low
1321,plumbing,sink drain strainer missing causing slow water flow. Needs urgent inspection.,Hostel A Dining Hall,low
1154,electrical,wire casing near the switchboard appears loose and cracked. Kindly update ticket status once inspected.,Hostel C Staircase,medium
2131,fire_safety,"Active fire detected in 2nd floor pantry, flames spreading to wooden cabinets",Hostel A Ground Floor Lobby,high
1356,plumbing,faucet aerator in pantry has slight leak around the joint,Hostel C Staircase,low
3136,other,lost student ID card found in library and placed at reception. Students are worried about safety.,Hostel B Main Electrical Room,low
1322,plumbing,water tap in washroom leaks a few drops every minute. Noticeable smell and noise.,Hostel C Room 305,low
1167,electrical,"frequent voltage fluctuations noticed across floor 2, appliances turning off",Hostel E Room 501,medium
2353,structural,main corridor entrance glass door cracked and rattling in high wind,Hostel A Floor 2 Washroom,medium
3306,other,"deadly venomous snake sighted inside student room under bed, urgent wildlife rescue. Happening since last night.",Hostel D Terrace Access,high
